season,week,game_date,team,opponent,result,rating,rank
2024,5,2024-09-28,Kent State,Eastern Michigan,L 33-52,1198.1,106
2024,5,2024-09-28,Kennesaw State,UT Martin,L 13-24,1140.5,107
2024,6,2024-10-05,Ohio State,Iowa,W 35-7,1818.3,1
2024,6,2024-10-05,Oregon,Michigan State,W 31-10,1810.0,2
2024,6,2024-10-05,Georgia,Auburn,W 31-13,1783.1,3
2024,6,2024-10-05,Alabama,Vanderbilt,L 35-40,1778.4,4
2024,6,2024-10-05,Penn State,UCLA,W 27-11,1772.0,5
2024,6,2024-10-05,Ole Miss,South Carolina,W 27-3,1729.9,6
2024,6,2024-10-05,Michigan,Washington,L 17-27,1728.4,7
2024,6,2024-10-05,Clemson,Florida State,W 29-13,1719.3,8
2024,6,2024-10-05,James Madison,UL Monroe,L 19-21,1717.9,9
2024,6,2024-10-05,Washington,Michigan,W 27-17,1712.9,10
2024,6,2024-10-05,SMU,Louisville,W 34-27,1703.2,11
2024,6,2024-10-06,Miami,California,W 39-38,1692.9,12
2024,6,2024-10-05,Tennessee,Arkansas,L 14-19,1673.7,13
2024,6,2024-10-05,Iowa State,Baylor,W 43-21,1672.5,14
2024,6,2024-10-05,Boise State,Utah State,W 62-30,1666.5,15
2024,6,2024-10-05,Texas A&M,Missouri,W 41-10,1662.4,16
2024,6,2024-10-05,Iowa,Ohio State,L 7-35,1655.6,17
2024,6,2024-10-05,Tulane,UAB,W 71-20,1644.0,18
2024,6,2024-10-05,Oregon State,Colorado State,W 39-31,1631.9,19
2024,6,2024-10-05,Army,Tulsa,W 49-7,1631.2,20
2024,6,2024-10-05,Toledo,Miami (OH),W 30-20,1627.1,21
2024,6,2024-10-05,Missouri,Texas A&M,L 10-41,1625.4,22
2024,6,2024-10-06,Texas Tech,Arizona,W 28-22,1618.7,23
2024,6,2024-10-05,Indiana,Northwestern,W 41-24,1616.7,24
2024,6,2024-10-05,UNLV,Syracuse,L 41-44,1608.8,25
2024,6,2024-10-05,Louisville,SMU,L 27-34,1604.5,26
2024,6,2024-10-05,USC,Minnesota,L 17-24,1603.9,27
2024,6,2024-10-05,San José State,Nevada,W 35-31,1602.2,28
2024,6,2024-10-06,Duke,Georgia Tech,L 14-24,1599.3,29
2024,6,2024-10-05,Navy,Air Force,W 34-7,1597.6,30
2024,6,2024-10-06,Arizona,Texas Tech,L 22-28,1594.4,31
2024,6,2024-10-05,West Virginia,Oklahoma State,W 38-14,1582.9,32
2024,6,2024-10-03,Texas State,Troy,W 38-17,1571.9,33
2024,6,2024-10-05,Pittsburgh,North Carolina,W 34-24,1569.8,34
2024,6,2024-10-05,Nebraska,Rutgers,W 14-7,1566.6,35
2024,6,2024-10-06,California,Miami,L 38-39,1565.5,36
2024,6,2024-10-05,Virginia Tech,Stanford,W 31-7,1565.0,37
2024,6,2024-10-05,Syracuse,UNLV,W 44-41,1564.7,38
2024,6,2024-10-05,Coastal Carolina,Old Dominion,W 45-37,1561.0,39
2024,6,2024-10-06,Georgia Tech,Duke,W 24-14,1551.9,40
2024,6,2024-10-05,Arkansas,Tennessee,W 19-14,1543.3,41
2024,6,2024-10-05,Rutgers,Nebraska,L 7-14,1539.5,42
2024,6,2024-10-05,South Carolina,Ole Miss,L 3-27,1537.5,43
2024,6,2024-10-06,Arizona State,Kansas,W 35-31,1535.1,44
2024,6,2024-10-05,Wisconsin,Purdue,W 52-6,1532.5,45
2024,6,2024-10-05,Louisiana,Southern Miss,W 23-13,1529.4,46
2024,6,2024-10-04,TCU,Houston,L 19-30,1529.3,47
2024,6,2024-10-05,Oklahoma State,West Virginia,L 14-38,1524.5,48
2024,6,2024-10-05,NC State,Wake Forest,L 30-34,1518.0,49
2024,6,2024-10-05,Florida State,Clemson,L 13-29,1514.0,50
2024,6,2024-10-05,North Carolina,Pittsburgh,L 24-34,1513.0,51
2024,6,2024-10-05,Minnesota,USC,W 24-17,1510.0,52
2024,6,2024-10-04,Sam Houston,UTEP,W 41-21,1504.7,53
2024,6,2024-10-05,Marshall,App State,W 52-37,1500.0,54
2024,6,2024-10-05,UCF,Florida,L 13-24,1499.1,55
2024,6,2024-10-05,Florida,UCF,W 24-13,1490.2,56
2024,6,2024-10-05,Boston College,Virginia,L 14-24,1483.5,57
2024,6,2024-10-05,South Alabama,Arkansas State,L 16-18,1482.3,58
2024,6,2024-10-05,Bowling Green,Akron,W 27-20,1476.8,59
2024,6,2024-10-05,Virginia,Boston College,W 24-14,1472.8,60
2024,6,2024-10-05,UConn,Temple,W 29-20,1471.2,61
2024,6,2024-10-05,Northwestern,Indiana,L 24-41,1469.5,62
2024,6,2024-10-05,UL Monroe,James Madison,W 21-19,1462.5,63
2024,6,2024-10-05,Michigan State,Oregon,L 10-31,1462.3,64
2024,6,2024-10-05,Miami (OH),Toledo,L 20-30,1461.6,65
2024,6,2024-10-06,Kansas,Arizona State,L 31-35,1460.2,66
2024,6,2024-10-03,Troy,Texas State,L 17-38,1459.5,67
2024,6,2024-10-05,Vanderbilt,Alabama,W 40-35,1455.7,68
2024,6,2024-10-05,Arkansas State,South Alabama,W 18-16,1455.6,69
2024,6,2024-10-05,Northern Illinois,Massachusetts,W 34-20,1453.9,70
2024,6,2024-10-04,Jacksonville State,Kennesaw State,W 63-24,1450.9,71
2024,6,2024-10-05,UCLA,Penn State,L 11-27,1444.7,72
2024,6,2024-10-05,App State,Marshall,L 37-52,1438.3,73
2024,6,2024-10-05,Auburn,Georgia,L 13-31,1435.1,74
2024,6,2024-10-05,Baylor,Iowa State,L 21-43,1423.4,75
2024,6,2024-10-05,Wake Forest,NC State,W 34-30,1420.7,76
2024,6,2024-10-04,Houston,TCU,W 30-19,1417.7,77
2024,6,2024-10-05,East Carolina,Charlotte,L 24-55,1405.3,78
2024,6,2024-10-06,San Diego State,Hawai'i,W 27-24,1399.9,79
2024,6,2024-10-05,Western Michigan,Ball State,W 45-42,1389.9,80
2024,6,2024-10-05,Old Dominion,Coastal Carolina,L 37-45,1367.7,81
2024,6,2024-10-05,Purdue,Wisconsin,L 6-52,1354.3,82
2024,6,2024-10-05,Air Force,Navy,L 7-34,1354.1,83
2024,6,2024-10-06,Hawai'i,San Diego State,L 24-27,1348.9,84
2024,6,2024-10-05,Stanford,Virginia Tech,L 7-31,1344.0,85
2024,6,2024-10-05,Colorado State,Oregon State,L 31-39,1343.7,86
2024,6,2024-10-05,Charlotte,East Carolina,W 55-24,1342.4,87
2024,6,2024-10-05,Utah State,Boise State,L 30-62,1337.6,88
2024,6,2024-10-05,Ball State,Western Michigan,L 42-45,1333.2,89
2024,6,2024-10-05,Tulsa,Army,L 7-49,1312.8,90
2024,6,2024-10-05,Nevada,San José State,L 31-35,1292.1,91
2024,6,2024-10-05,UAB,Tulane,L 20-71,1284.0,92
2024,6,2024-10-05,Temple,UConn,L 20-29,1282.3,93
2024,6,2024-10-05,Southern Miss,Louisiana,L 13-23,1259.0,94
2024,6,2024-10-05,Akron,Bowling Green,L 20-27,1247.3,95
2024,6,2024-10-05,Massachusetts,Northern Illinois,L 20-34,1224.0,96
2024,6,2024-10-04,UTEP,Sam Houston,L 21-41,1214.8,97
2024,6,2024-10-04,Kennesaw State,Jacksonville State,L 24-63,1114.5,98
2024,7,2024-10-12,Texas,Oklahoma,W 34-3,1857.2,1
2024,7,2024-10-12,Oregon,Ohio State,W 32-31,1816.8,2
2024,7,2024-10-12,Ohio State,Oregon,L 31-32,1811.5,3
2024,7,2024-10-12,Georgia,Mississippi State,W 41-31,1785.6,4
2024,7,2024-10-12,Penn State,USC,W 33-30,1784.4,5
2024,7,2024-10-12,Alabama,South Carolina,W 27-25,1781.8,6
2024,7,2024-10-12,Notre Dame,Stanford,W 49-7,1760.6,7
2024,7,2024-10-12,Clemson,Wake Forest,W 49-14,1739.2,8
2024,7,2024-10-10,James Madison,Coastal Carolina,W 39-7,1734.6,9
2024,7,2024-10-12,Ole Miss,LSU,L 26-29,1713.6,10
2024,7,2024-10-08,Liberty,Florida International,W 31-24,1708.3,11
2024,7,2024-10-13,Iowa State,West Virginia,W 28-16,1701.4,12
2024,7,2024-10-13,Kansas State,Colorado,W 31-28,1694.1,13
2024,7,2024-10-12,Iowa,Washington,W 40-16,1693.3,14
2024,7,2024-10-12,LSU,Ole Miss,W 29-26,1687.5,15
2024,7,2024-10-13,Boise State,Hawai'i,W 28-7,1682.4,16
2024,7,2024-10-12,Tennessee,Florida,W 23-17,1681.8,17
2024,7,2024-10-12,BYU,Arizona,W 41-19,1677.9,18
2024,7,2024-10-12,Washington,Iowa,L 16-40,1675.3,19
2024,7,2024-10-12,Oklahoma,Texas,L 3-34,1659.4,20
2024,7,2024-10-12,Missouri,Massachusetts,W 45-3,1638.8,21
2024,7,2024-10-12,Army,UAB,W 44-10,1637.3,22
2024,7,2024-10-12,UNLV,Utah State,W 50-34,1626.3,23
2024,7,2024-10-12,Memphis,South Florida,W 21-3,1623.5,24
2024,7,2024-10-12,Louisville,Virginia,W 24-20,1620.6,25
2024,7,2024-10-12,Washington State,Fresno State,W 25-17,1601.2,26
2024,7,2024-10-12,Utah,Arizona State,L 19-27,1593.9,27
2024,7,2024-10-12,Texas State,Arkansas State,W 41-9,1592.1,28
2024,7,2024-10-12,USC,Penn State,L 30-33,1591.5,29
2024,7,2024-10-12,Oregon State,Nevada,L 37-42,1591.1,30
2024,7,2024-10-13,Syracuse,NC State,W 24-17,1590.7,31
2024,7,2024-10-12,Wisconsin,Rutgers,W 42-7,1582.6,32
2024,7,2024-10-12,Pittsburgh,California,W 17-15,1580.1,33
2024,7,2024-10-12,Georgia Tech,North Carolina,W 41-34,1578.4,34
2024,7,2024-10-11,Western Kentucky,UTEP,W 44-17,1575.6,35
2024,7,2024-10-12,Toledo,Buffalo,L 15-30,1575.0,36
2024,7,2024-10-12,Arizona,BYU,L 19-41,1571.1,37
2024,7,2024-10-12,Arizona State,Utah,W 27-19,1563.4,38
2024,7,2024-10-12,San José State,Colorado State,L 24-31,1561.0,39
2024,7,2024-10-12,Illinois,Purdue,W 50-49,1555.9,40
2024,7,2024-10-12,Cincinnati,UCF,W 19-13,1555.3,41
2024,7,2024-10-12,California,Pittsburgh,L 15-17,1555.3,42
2024,7,2024-10-13,West Virginia,Iowa State,L 16-28,1554.0,43
2024,7,2024-10-12,Kentucky,Vanderbilt,L 13-20,1546.5,44
2024,7,2024-10-12,Louisiana,App State,W 34-24,1544.9,45
2024,7,2024-10-10,Coastal Carolina,James Madison,L 7-39,1544.4,46
2024,7,2024-10-12,South Carolina,Alabama,L 25-27,1534.2,47
2024,7,2024-10-13,Minnesota,UCLA,W 21-17,1529.3,48
2024,7,2024-10-13,Colorado,Kansas State,L 28-31,1525.8,49
2024,7,2024-10-12,Northwestern,Maryland,W 37-10,1522.2,50
2024,7,2024-10-12,Fresno State,Washington State,L 17-25,1518.7,51
2024,7,2024-10-12,North Texas,Florida Atlantic,W 41-37,1515.4,52
2024,7,2024-10-13,Georgia Southern,Marshall,W 24-23,1513.8,53
2024,7,2024-10-12,Miami (OH),Eastern Michigan,W 38-14,1510.2,54
2024,7,2024-10-12,Ohio,Central Michigan,W 27-25,1509.4,55
2024,7,2024-10-12,Maryland,Northwestern,L 10-37,1501.5,56
2024,7,2024-10-13,Marshall,Georgia Southern,L 23-24,1493.6,57
2024,7,2024-10-13,NC State,Syracuse,L 17-24,1491.9,58
2024,7,2024-10-12,Vanderbilt,Kentucky,W 20-13,1490.1,59
2024,7,2024-10-12,Rutgers,Wisconsin,L 7-42,1489.3,60
2024,7,2024-10-12,Northern Illinois,Bowling Green,W 17-7,1488.4,61
2024,7,2024-10-12,North Carolina,Georgia Tech,L 34-41,1486.5,62
2024,7,2024-10-12,Florida,Tennessee,L 17-23,1482.1,63
2024,7,2024-10-09,Jacksonville State,New Mexico State,W 54-13,1476.1,64
2024,7,2024-10-12,UCF,Cincinnati,L 13-19,1473.8,65
2024,7,2024-10-12,UL Monroe,Southern Miss,W 38-21,1473.4,66
2024,7,2024-10-12,Eastern Michigan,Miami (OH),L 14-38,1465.5,67
2024,7,2024-10-12,Virginia,Louisville,L 20-24,1456.7,68
2024,7,2024-10-12,UTSA,Rice,L 27-29,1455.2,69
2024,7,2024-10-12,Buffalo,Toledo,W 30-15,1447.0,70
2024,7,2024-10-12,Bowling Green,Northern Illinois,L 7-17,1442.3,71
2024,7,2024-10-12,Arkansas State,Texas State,L 9-41,1435.4,72
2024,7,2024-10-13,UCLA,Minnesota,L 17-21,1425.4,73
2024,7,2024-10-12,App State,Louisiana,L 24-34,1422.7,74
2024,7,2024-10-12,San Diego State,Wyoming,W 27-24,1417.8,75
2024,7,2024-10-12,Old Dominion,Georgia State,W 21-14,1405.1,76
2024,7,2024-10-12,Western Michigan,Akron,W 34-24,1402.1,77
2024,7,2024-10-12,Wake Forest,Clemson,L 14-49,1400.9,78
2024,7,2024-10-12,South Florida,Memphis,L 3-21,1397.1,79
2024,7,2024-10-12,Colorado State,San José State,W 31-24,1384.9,80
2024,7,2024-10-12,Georgia State,Old Dominion,L 14-21,1377.4,81
2024,7,2024-10-12,Purdue,Illinois,L 49-50,1351.6,82
2024,7,2024-10-12,Wyoming,San Diego State,L 24-27,1348.4,83
2024,7,2024-10-12,Florida Atlantic,North Texas,L 37-41,1347.5,84
2024,7,2024-10-12,Ball State,Kent State,W 37-35,1344.1,85
2024,7,2024-10-09,New Mexico State,Jacksonville State,L 13-54,1343.5,86
2024,7,2024-10-12,Rice,UTSA,W 29-27,1343.0,87
2024,7,2024-10-12,Mississippi State,Georgia,L 31-41,1342.7,88
2024,7,2024-10-12,Stanford,Notre Dame,L 7-49,1339.5,89
2024,7,2024-10-12,Central Michigan,Ohio,L 25-27,1335.3,90
2024,7,2024-10-08,Florida International,Liberty,L 24-31,1334.0,91
2024,7,2024-10-13,Hawai'i,Boise State,L 7-28,1333.0,92
2024,7,2024-10-12,Nevada,Oregon State,W 42-37,1332.9,93
2024,7,2024-10-12,New Mexico,Air Force,W 52-37,1327.6,94
2024,7,2024-10-11,Louisiana Tech,Middle Tennessee,W 48-21,1321.5,95
2024,7,2024-10-12,Air Force,New Mexico,L 37-52,1321.5,96
2024,7,2024-10-12,Utah State,UNLV,L 34-50,1320.1,97
2024,7,2024-10-12,UAB,Army,L 10-44,1277.9,98
2024,7,2024-10-11,Middle Tennessee,Louisiana Tech,L 21-48,1266.5,99
2024,7,2024-10-12,Southern Miss,UL Monroe,L 21-38,1248.2,100
2024,7,2024-10-12,Akron,Western Michigan,L 24-34,1235.1,101
2024,7,2024-10-12,Massachusetts,Missouri,L 3-45,1210.5,102
2024,7,2024-10-11,UTEP,Western Kentucky,L 17-44,1209.3,103
2024,7,2024-10-12,Kent State,Ball State,L 35-37,1187.2,104
2024,8,2024-10-19,Georgia,Texas,W 30-15,1828.6,1
2024,8,2024-10-19,Oregon,Purdue,W 35-0,1826.3,2
2024,8,2024-10-19,Texas,Georgia,L 15-30,1814.2,3
2024,8,2024-10-19,Notre Dame,Georgia Tech,W 31-13,1780.6,4
2024,8,2024-10-19,Alabama,Tennessee,L 17-24,1753.9,5
2024,8,2024-10-19,Clemson,Virginia,W 48-31,1746.3,6
2024,8,2024-10-19,Kansas State,West Virginia,W 45-18,1726.7,7
2024,8,2024-10-19,LSU,Arkansas,W 34-10,1718.6,8
2024,8,2024-10-20,SMU,Stanford,W 40-10,1717.7,9
2024,8,2024-10-19,Miami,Louisville,W 52-45,1717.5,10
2024,8,2024-10-19,Tennessee,Alabama,W 24-17,1709.7,11
2024,8,2024-10-19,Iowa State,UCF,W 38-35,1706.0,12
2024,8,2024-10-19,James Madison,Georgia Southern,L 14-28,1684.9,13
2024,8,2024-10-19,BYU,Oklahoma State,W 38-35,1684.6,14
2024,8,2024-10-19,Michigan,Illinois,L 7-21,1684.0,15
2024,8,2024-10-19,Texas A&M,Mississippi State,W 34-24,1674.6,16
2024,8,2024-10-20,UNLV,Oregon State,W 33-25,1654.6,17
2024,8,2024-10-19,Tulane,Rice,W 24-10,1650.0,18
2024,8,2024-10-19,Indiana,Nebraska,W 56-7,1647.0,19
2024,8,2024-10-19,Army,East Carolina,W 45-28,1646.7,20
2024,8,2024-10-19,Iowa,Michigan State,L 20-32,1645.2,21
2024,8,2024-10-19,Missouri,Auburn,W 21-17,1644.9,22
2024,8,2024-10-19,Memphis,North Texas,W 52-44,1636.6,23
2024,8,2024-10-19,Wisconsin,Northwestern,W 23-3,1613.7,24
2024,8,2024-10-18,Duke,Florida State,W 23-16,1613.1,25
2024,8,2024-10-19,Washington State,Hawai'i,W 42-10,1610.6,26
2024,8,2024-10-16,Western Kentucky,Sam Houston,W 31-14,1609.8,27
2024,8,2024-10-19,Navy,Charlotte,W 51-17,1607.8,28
2024,8,2024-10-19,Oklahoma,South Carolina,L 9-35,1604.9,29
2024,8,2024-10-19,Illinois,Michigan,W 21-7,1600.3,30
2024,8,2024-10-19,Toledo,Northern Illinois,W 13-6,1598.6,31
2024,8,2024-10-19,Louisville,Miami,L 45-52,1596.1,32
2024,8,2024-10-19,South Carolina,Oklahoma,W 35-9,1588.7,33
2024,8,2024-10-17,Virginia Tech,Boston College,W 42-21,1585.9,34
2024,8,2024-10-19,USC,Maryland,L 28-29,1582.4,35
2024,8,2024-10-19,Cincinnati,Arizona State,W 24-14,1578.8,36
2024,8,2024-10-19,Louisiana,Coastal Carolina,W 34-24,1578.0,37
2024,8,2024-10-19,Colorado,Arizona,W 34-7,1575.6,38
2024,8,2024-10-19,San José State,Wyoming,W 24-14,1569.6,39
2024,8,2024-10-20,Utah,TCU,L 7-13,1564.0,40
2024,8,2024-10-19,Georgia Southern,James Madison,W 28-14,1563.4,41
2024,8,2024-10-20,Oregon State,UNLV,L 25-33,1562.9,42
2024,8,2024-10-19,Texas Tech,Baylor,L 35-59,1562.2,43
2024,8,2024-10-20,TCU,Utah,W 13-7,1559.2,44
2024,8,2024-10-19,Georgia Tech,Notre Dame,L 13-31,1558.4,45
2024,8,2024-10-19,Texas State,Old Dominion,L 14-24,1551.4,46
2024,8,2024-10-19,California,NC State,L 23-24,1544.6,47
2024,8,2024-10-19,Arizona State,Cincinnati,L 14-24,1539.9,48
2024,8,2024-10-19,Nebraska,Indiana,L 7-56,1536.3,49
2024,8,2024-10-19,Miami (OH),Ohio,W 30-20,1532.9,50
2024,8,2024-10-19,Fresno State,Nevada,W 24-21,1530.4,51
2024,8,2024-10-19,Florida,Kentucky,W 48-20,1522.4,52
2024,8,2024-10-19,West Virginia,Kansas State,L 18-45,1521.4,53
2024,8,2024-10-19,Arizona,Colorado,L 7-34,1521.3,54
2024,8,2024-10-19,Oklahoma State,BYU,L 35-38,1517.8,55
2024,8,2024-10-19,Arkansas,LSU,L 10-34,1512.2,56
2024,8,2024-10-19,Coastal Carolina,Louisiana,L 24-34,1511.3,57
2024,8,2024-10-19,Maryland,USC,W 29-28,1510.5,58
2024,8,2024-10-19,Michigan State,Iowa,W 32-20,1510.3,59
2024,8,2024-10-17,Marshall,Georgia State,W 35-20,1509.6,60
2024,8,2024-10-15,South Alabama,Troy,W 25-9,1506.9,61
2024,8,2024-10-19,Kentucky,Florida,L 20-48,1506.2,62
2024,8,2024-10-19,NC State,California,W 24-23,1502.5,63
2024,8,2024-10-19,North Texas,Memphis,L 44-52,1502.2,64
2024,8,2024-10-19,Vanderbilt,Ball State,W 24-14,1502.1,65
2024,8,2024-10-18,Florida State,Duke,L 16-23,1500.1,66
2024,8,2024-10-19,Kansas,Houston,W 42-14,1495.0,67
2024,8,2024-10-19,Northwestern,Wisconsin,L 3-23,1491.1,68
2024,8,2024-10-19,Ohio,Miami (OH),L 20-30,1486.7,69
2024,8,2024-10-19,Baylor,Texas Tech,W 59-35,1479.9,70
2024,8,2024-10-19,Eastern Michigan,Central Michigan,W 38-34,1474.2,71
2024,8,2024-10-19,UTSA,Florida Atlantic,W 38-24,1471.4,72
2024,8,2024-10-16,Sam Houston,Western Kentucky,L 14-31,1470.5,73
2024,8,2024-10-19,UCF,Iowa State,L 35-38,1469.2,74
2024,8,2024-10-19,Rutgers,UCLA,L 32-35,1468.0,75
2024,8,2024-10-19,Northern Illinois,Toledo,L 6-13,1464.8,76
2024,8,2024-10-17,Boston College,Virginia Tech,L 21-42,1462.6,77
2024,8,2024-10-19,Arkansas State,Southern Miss,W 44-28,1459.2,78
2024,8,2024-10-19,Bowling Green,Kent State,W 27-6,1451.2,79
2024,8,2024-10-19,UConn,Wake Forest,L 20-23,1449.7,80
2024,8,2024-10-19,Virginia,Clemson,L 31-48,1449.5,81
2024,8,2024-10-19,UCLA,Rutgers,W 35-32,1446.7,82
2024,8,2024-10-19,Old Dominion,Texas State,W 24-14,1445.8,83
2024,8,2024-10-15,Troy,South Alabama,L 9-25,1434.9,84
2024,8,2024-10-19,Western Michigan,Buffalo,W 48-41,1433.1,85
2024,8,2024-10-19,Auburn,Missouri,L 17-21,1429.0,86
2024,8,2024-10-19,Wake Forest,UConn,W 23-20,1422.3,87
2024,8,2024-10-19,Buffalo,Western Michigan,L 41-48,1415.9,88
2024,8,2024-10-20,Colorado State,Air Force,W 21-13,1411.4,89
2024,8,2024-10-19,South Florida,UAB,W 35-25,1410.7,90
2024,8,2024-10-19,East Carolina,Army,L 28-45,1395.9,91
2024,8,2024-10-19,Houston,Kansas,L 14-42,1382.9,92
2024,8,2024-10-17,Georgia State,Marshall,L 20-35,1361.4,93
2024,8,2024-10-16,New Mexico State,Louisiana Tech,W 33-30,1355.6,94
2024,8,2024-10-19,New Mexico,Utah State,W 50-45,1352.0,95
2024,8,2024-10-19,Purdue,Oregon,L 0-35,1342.1,96
2024,8,2024-10-19,Wyoming,San José State,L 14-24,1339.8,97
2024,8,2024-10-19,Rice,Tulane,L 10-24,1336.9,98
2024,8,2024-10-19,Charlotte,Navy,L 17-51,1332.2,99
2024,8,2024-10-19,Ball State,Vanderbilt,L 14-24,1332.1,100
2024,8,2024-10-19,Florida Atlantic,UTSA,L 24-38,1331.2,101
2024,8,2024-10-19,Mississippi State,Texas A&M,L 24-34,1330.5,102
2024,8,2024-10-19,Central Michigan,Eastern Michigan,L 34-38,1326.6,103
2024,8,2024-10-20,Stanford,SMU,L 10-40,1325.0,104
2024,8,2024-10-19,Hawai'i,Washington State,L 10-42,1323.7,105
2024,8,2024-10-19,Nevada,Fresno State,L 21-24,1321.1,106
2024,8,2024-10-16,Louisiana Tech,New Mexico State,L 30-33,1309.5,107
2024,8,2024-10-19,Temple,Tulsa,W 20-10,1307.8,108
2024,8,2024-10-17,Florida International,UTEP,L 21-30,1300.8,109
2024,8,2024-10-19,Utah State,New Mexico,L 45-50,1295.7,110
2024,8,2024-10-20,Air Force,Colorado State,L 13-21,1295.0,111
2024,8,2024-10-19,Tulsa,Temple,L 10-20,1287.3,112
2024,8,2024-10-16,Middle Tennessee,Kennesaw State,W 14-5,1277.7,113
2024,8,2024-10-19,UAB,South Florida,L 25-35,1264.3,114
2024,8,2024-10-17,UTEP,Florida International,W 30-21,1242.6,115
2024,8,2024-10-19,Southern Miss,Arkansas State,L 28-44,1224.3,116
2024,8,2024-10-19,Kent State,Bowling Green,L 6-27,1178.4,117
2024,8,2024-10-16,Kennesaw State,Middle Tennessee,L 5-14,1103.3,118
2024,9,2024-10-26,Oregon,Illinois,W 38-9,1837.7,1
2024,9,2024-10-26,Texas,Vanderbilt,W 27-24,1821.5,2
2024,9,2024-10-26,Ohio State,Nebraska,W 21-17,1815.6,3
2024,9,2024-10-26,Penn State,Wisconsin,W 28-13,1809.1,4
2024,9,2024-10-26,Notre Dame,Navy,W 51-14,1806.2,5
2024,9,2024-10-26,Alabama,Missouri,W 34-0,1775.1,6
2024,9,2024-10-27,Kansas State,Kansas,W 29-27,1730.3,7
2024,9,2024-10-26,Ole Miss,Oklahoma,W 26-14,1729.0,8
2024,9,2024-10-26,Miami,Florida State,W 36-14,1728.4,9
2024,9,2024-10-27,SMU,Duke,W 28-27,1725.2,10
2024,9,2024-10-26,Boise State,UNLV,W 29-24,1705.8,11
2024,9,2024-10-26,Texas A&M,LSU,W 38-23,1705.6,12
2024,9,2024-10-26,BYU,UCF,W 37-24,1704.7,13
2024,9,2024-10-26,Michigan,Michigan State,W 24-17,1693.1,14
2024,9,2024-10-26,LSU,Texas A&M,L 23-38,1687.6,15
2024,9,2024-10-26,James Madison,Southern Miss,W 32-15,1687.5,16
2024,9,2024-10-26,Indiana,Washington,W 31-17,1675.6,17
2024,9,2024-10-26,Tulane,North Texas,W 45-37,1671.0,18
2024,9,2024-10-23,Liberty,Kennesaw State,L 24-27,1666.1,19
2024,9,2024-10-26,Iowa,Northwestern,W 40-14,1661.1,20
2024,9,2024-10-26,Washington,Indiana,L 17-31,1646.7,21
2024,9,2024-10-26,Memphis,Charlotte,W 33-28,1640.6,22
2024,9,2024-10-26,UNLV,Boise State,L 24-29,1631.2,23
2024,9,2024-10-26,Missouri,Alabama,L 0-34,1623.6,24
2024,9,2024-10-27,Washington State,San Diego State,W 29-26,1622.0,25
2024,9,2024-10-24,Pittsburgh,Syracuse,W 41-13,1613.4,26
2024,9,2024-10-25,Louisville,Boston College,W 31-27,1612.1,27
2024,9,2024-10-26,Virginia Tech,Georgia Tech,W 21-6,1609.5,28
2024,9,2024-10-27,Duke,SMU,L 27-28,1605.6,29
2024,9,2024-10-26,USC,Rutgers,W 42-20,1600.7,30
2024,9,2024-10-27,Colorado,Cincinnati,W 34-23,1599.5,31
2024,9,2024-10-26,Oklahoma,Ole Miss,L 14-26,1589.5,32
2024,9,2024-10-26,Wisconsin,Penn State,L 13-28,1589.1,33
2024,9,2024-10-26,Illinois,Oregon,L 9-38,1588.9,34
2024,9,2024-10-26,Navy,Notre Dame,L 14-51,1582.2,35
2024,9,2024-10-26,California,Oregon State,W 44-7,1581.7,36
2024,9,2024-10-26,TCU,Texas Tech,W 35-34,1565.9,37
2024,9,2024-10-27,Fresno State,San José State,W 33-10,1565.3,38
2024,9,2024-10-26,Minnesota,Maryland,W 48-23,1558.1,39
2024,9,2024-10-24,Syracuse,Pittsburgh,L 13-41,1557.4,40
2024,9,2024-10-26,Texas Tech,TCU,L 34-35,1555.6,41
2024,9,2024-10-27,Cincinnati,Colorado,L 23-34,1554.9,42
2024,9,2024-10-26,Toledo,Bowling Green,L 26-41,1551.8,43
2024,9,2024-10-26,Miami (OH),Central Michigan,W 46-7,1546.6,44
2024,9,2024-10-26,West Virginia,Arizona,W 31-26,1546.2,45
2024,9,2024-10-26,Arkansas,Mississippi State,W 58-25,1542.4,46
2024,9,2024-10-26,Utah,Houston,L 14-17,1540.8,47
2024,9,2024-10-26,South Alabama,UL Monroe,W 46-17,1535.2,48
2024,9,2024-10-26,Georgia Tech,Virginia Tech,L 6-21,1534.8,49
2024,9,2024-10-27,San José State,Fresno State,L 10-33,1534.7,50
2024,9,2024-10-26,Nebraska,Ohio State,L 17-21,1532.1,51
2024,9,2024-10-26,North Carolina,Virginia,W 41-14,1529.1,52
2024,9,2024-10-26,Oregon State,California,L 7-44,1525.9,53
2024,9,2024-10-24,Georgia Southern,Old Dominion,L 19-47,1515.8,54
2024,9,2024-10-26,Ohio,Buffalo,W 47-16,1511.3,55
2024,9,2024-10-26,Baylor,Oklahoma State,W 38-28,1506.1,56
2024,9,2024-10-26,Michigan State,Michigan,L 17-24,1501.2,57
2024,9,2024-10-26,Bowling Green,Toledo,W 41-26,1498.0,58
2024,9,2024-10-26,Arizona,West Virginia,L 26-31,1496.6,59
2024,9,2024-10-26,Vanderbilt,Texas,L 24-27,1494.8,60
2024,9,2024-10-24,Old Dominion,Georgia Southern,W 47-19,1493.4,61
2024,9,2024-10-26,Oklahoma State,Baylor,L 28-38,1491.6,62
